id,data_id,text,rating
10998,42,It looks good transection. I do not know the quality of product but it is brand new company sealed so I do not have any doubt about its quality.,5
317389,42,They work fine but the shipping time is very long .,4
146674,42,Plug and play.  Worked perfectly and easy to install. My refrigerator wasn't cooling but my freezer had iced up. This part solved the issue and things are cool again. Highly recommend.,5
515039,42,Keep our food and products fresh and longer than before...,5
209669,42,Wonderful filter at a fraction of the price of the manufacturer's. Fits perfectly with no leaks.,5
512948,42,I ordered from Complete Filtration Services and got an OEM Aprilaire water pad.  Very happy.,5
28210,42,"See statement above, the small size pans had to be altered to fit my range top. I have not cooked on them yet, so am unable to determine if they are easy to clean.",3
306921,42,It works great even on a low setting. No noise either. Didn’t come damaged. Spacious as well.,5
348425,42,Didn’t do the job. Pod fits very small amount of coffee. Makes weak coffee.,1
269715,42,"Can't tell the difference in the taste of the coffee, I think it does the job it was ment for.",3
246342,42,"Excellent hdmi cable, good deal and very fast service",5
496667,42,"It's basic. It works well, but certain brands of coffee tends to bog it down. It's harder to clean all the coffee grounds out, than any cup I've had before. Structurely, there's been no problems after putting it in the dishwasher.",4
312197,42,"It was supposed to fit my humidifier and doesn't. Too big, but cut them down and was able to still fit in compartment for humidifier.",3
324367,42,These make it a lot cheaper to run a Keurig! Get the convenience of a Keugic without the cost (and waste) of prefilled K-cups. Use your favorite coffee and still get a fresh hot cup of coffee each time. These make using a Keurig as economical as running a regular pot coffee maker.,5
374865,42,The second time I was using it it fell apart the filter portion came off of the stand that sits on the cup very very very disappointed I can't believe it happened I can't even see how the damn thing could have even been attached four little dots on both sides of both portions ridiculous yeah I Amazon's great,1
189947,42,Great price! Much more reasonable than an appliance supplier.,5
161955,42,Easy to install fit my fridge perfectly no issues and I can also say good thing I didn’t spend $70 on a water filter.,5
75385,42,"This is a nice washer the 2.1 it was bigger than I expected washes good full load of regular clothes ,jeans wash 3 to4 at a time. It cleans them all really good was worth the money",5
638549,42,Easy to install perfect fit.  Second replacement for this washer.  Seems to last a out a year,5
214201,42,I like that I was able to get two for the price of one that I would’ve paid for elsewhere.,5
268534,42,This hood is absolutely gorgeous. A great deal because it comes with the vent and shipping. My handyman was able to install it no problem. Our ceiling wasn't level so he was able to easily trim the chimney. Vent works great and looks very high end. Was delivered much earlier than I expected. This hood is my favorite part of my kitchen. Thank you so much. Im beyond thrilled.,5
541943,42,It’s perfect for camping. Always nice cold ice! And it’s a breeze to clean and store.,5
99651,42,Changed out my old nasty cracked seal and put in this new one . Fit was fine .<br />Couldn't be happier !,5
384227,42,These seems to last longer than previous filters I tried.  I am quite happy with the fit and how well they work.,5
207590,42,"Good price, works well, and arrived on time as indicated by seller.",4
575324,42,Water filter for fridge.  Easy to install.,5
440823,42,"I received a totally different bulb than that pictured on the page. The two prongs on the bottom were actually ""loops"" that were definitely not designed to be inserted into my oven light receptacle. Right product number, wrong product. Returned for full refund. Have yet to find a replacement bulb for my otherwise-perfectly-working GE oven!",1
320794,42,"These study plastic egg containers kept our eggs safe during our 4 day camping trip. No broken eggs, and the lid stays shut! Easy to clean.",5
592341,42,This product is an awesome solution to replace the disposable k-cups.,5
86848,42,"Worth the money, be patient, grab a helper and follow directions!",5
638153,42,Great filters. Easy to install. Water tastes great.,5
393213,42,works perfectly!! Great fit and price!,5
576045,42,This was the exact replacement that I needed. It arrived ahead of schedule and in great condition.,5
11766,42,They look identical to the OEM cartiridges that are 3 times the money.  Great performance!  Will buy again,5
414783,42,"It can filter some water, but it feels like the refrigerator is still wat.",3
330724,42,Have used these instead of the expensive manufacturer's and they work fine.,5
450933,42,Nice functional clean looking product. No need to spend a lot more $$$,5
428246,42,These are great!! Price is best that I've been able to find! Quality is good. Don't have to worry about constantly stocking up as they last for awhile!,5
484853,42,Easy to install and work perfectly,5
20966,42,Came quickly and fit my kenmire fridge perfectly.,5
547150,42,Never received item.  Was supposed to be delivered by Amazon Logistics.  Replacement received not OEM and fairly loud.  Recommend going to brand maker for replacement.,1
469709,42,"Me encanta!! Es fantástica para espacios pequeños, aptos, studio seca muy bien la ropa, y no hace ruido. La recomiendo 100%",5
160206,42,"Works very well! My ice & water taste good! Of course the taste does not compare to the ones at a Water Mill with all the many filtrations, reverse osmosis, & uv light! The price is very good! However you have to replace it every 6 months.",5
602496,42,Item is as described.  It is as sturdy as the originals that come with the fridge.  Very very easy to install.  Price is right!,5
549168,42,"I have a very old ,1950's percolator ,and the basket was too big, but it does fit my newer coffee percolators alright",3
577571,42,Repairman told us about this and it worked great.,5
354252,42,Rope pulls out of plastic end-- both broke within a weeks use on normal tension setting.  OEM lasted at least 5 years.  Here's to hoping I can find a replacement that won't do the same.,1
101109,42,"Domestic apartment dryers range from $600.00 to $1,200.00. Chinese companies must be selling these at or below cost to grab a share of the American market. There are dryers that put out more heat (for 120 volt outlet) but I wouldn't feel safe leaving them running when I'm not there. The 1300 watts does the job just fine. I have to do two loads that would only take one, in a regular dryer. I figure that It'll take 3 to 4 years for the dryer to pay for itself, and I don't need to keep all those quarters on hand to feed the apartment owner's dryer. You'll have to leave the window open, as all that moisture for the dryer exhaust tends to build up. Being winter, I time it so that I'm running the dryer and leave the window open when I need to leave to do whatever.",5
658138,42,Great filters for small coffee makers. It kind of fits the Hamilton Beach 5-Cup Coffee Maker with Stainless Carafe (48137) with a bit of scrunching. The Hamilton Beach has a coffee basket that is a bit odd.,5
31931,42,The Universal unit did fit nearly securely or provide the same drip distance from the end.  Also you can see that the two are not equal in length and the drip hole on the filter one is slightly offset where as the pod holder one the drip hole is centered.,1
419389,42,"After following the instruction to install (easy) ran the dishwasher and the pump was making a loud rattling noise when on.  I believe it was the flapper that is installed on the outlet as a check valve function, but the noise was very concerning when running.",1
516333,42,"Best price on the web found here on Amazon. This oven is fantastic. The porcelain top is very resilient; despite many spills and stains everywhere, we have been able to perfectly clean the glass top every time. The heating patterns provide a great cooking surface. The oven can be separated into two parts to cook two different items at once. The oven can be used as a conventional or convection oven. The bottom heating drawer works well. Works well and looks amazing. Really really happy with this.",5
248757,42,Extremely impressed and happy with this product. My friend recommended it to me. I love it,5
496980,42,"Fits perfectly in my GE Fridge, after letting it run for a bit to purge air it's been working well. Water tastes good and we typically have a strong chlorine odor/taste from the tap so it's filtering and reducing that well.",5
216790,42,"My machine arrived damaged and was left outside the front door to the apartment. Lucky for me I live on the ground floor and my neighbor helped me get it inside. As you can see in the first picture there was a  indentation on the box and that is exactly where the damage on the machine was. Fortunately the damage was only cosmetic and did not affect the performance of the machine, so I decided to keep it rather than go through the hassle of returning it for a new machine.<br />The machine works beautifully. It is runs quietly and the clothes come out exceptionally clean. The spin cycle is fantastic because the clothes are wrung out very well and dry very quickly when hung to dry. I would highly recommend this portable washing machine. However I would recommend getting the rolling dolly cart if you have to move it to the sink each time you use it as it is rather cumbersome to move.",4
59174,42,I was worried if it would fit my Samsung dishwasher but is fit perfectly and helped reduce the noise of the machine significantly.,5
422731,42,They work fine and easy install,4
411446,42,"Arrived on time, perfectly replaced the original factory parts, and was very reasonably priced. I am totally happy with this replacement part.",5
166509,42,"Great product, does exactly as described.  Only thing that would make it better would be 2 additional plugs to control both ends of the spectrums.",4
571669,42,"Works great, thanks for this product.",5
611957,42,These are the perfect size for my 9.25x7x3.5 market trays! Thank you!,5
536751,42,"The best part of this handle is that it allows me to get to my eggs and mustard, which have been largely ignored since to moment the last handle broke. Thanks handle.",4
441317,42,Love being able to make coffee without toxins present in plastic coffeemakers.,5
200537,42,"Impressed with the high quality, no tears or holes. Will be buying again.",5
242628,42,"It looks great, WOW effect. Powerful 3-speed fan. it starts trembling, fan noise coming after a few (3) months...",4
333929,42,"Ice maker does not keep ice cold, ice melts as fast as it is made. Seller is non responsive. I am hoping amazon is going to make good on this order.",1
677537,42,I called a dishwasher parts place and they wanted over $50 for just one of the the 4 sets of wheels! The whole set was under $20 on Amazon and works perfectly!,5
338391,42,Bought this for my new electric dryer for the apartment. Super easy to install and don't need to drill any hole to the outside. Is a good thing to have if don't wanto drill any whole and if you have a electric dryer.,5
484098,42,"Our stove top failed after 26 months. The large burner, which functioned well over the 26 months, completely failed. We are fairly handy so used YouTube videos to diagnose the problem and try to fix it rather than pay bigger bucks to have a service person come in to do it. Bottom line, the burner failed and we were able to find a replacement, which cost us a total of about $100. We successfully installed it, but now the heat doesn't regulate properly. It may be that the switch failed too. To say we're disappointed in a product that cost us $1,1000 that lasted only two years is an understatement. The age of expensive disposable appliances is frustrating!",1
325412,42,Great product design was exactly like the original. Replace as a routine maintenance item.,5
182870,42,This was an easy repair to my washer. The cost of the part was 1/4 the price from the manufacturer. I’m very happy with it so far.,5
613964,42,I sometimes worry about buying products like this online.  This has been good for us.  We replaced the fried control panel and have had no problems with it.,5
661668,42,have to cut 1 inch off to fit unit otherwise good product,5
237131,42,"We are back to the cup type filters, just punch a hole in the center of the filter before adding grounds.",1
680635,42,Which I had trusted buying these a long time ago!  They are perfefer fits tightly and wow were they cheap.  Well worth it!,5
311175,42,"If you are trying to keep lint from going down the drain, this product is for you.",5
408738,42,Soooo bright.  Using in make up mirror where desperately needed!  Update:  1 lightbulb dimmed considerably after 2 months.,3
11414,42,Had to bend support struts to fit burner pan (also purchased from Amazon),3
336343,42,"Didn't like how the suction cups didn't not stick to bucket container formly but as I added water to the bucket to held on perfectly<br /> Vibration cycle's pretty loud for its size. Washed acceptionallly BUT I have an UPDATE  the washing machine only vibrates now after a few use trying to contact the seller to no avail no reply and I this washing machine look at and he said it stop working because of water damaging.How this is submerged under water and can be damaged by water ,this is a flair product?",3
476308,42,It’s easy to get some ground coffee into the reusable Keurig filter basket. I use it all the time.,5
286618,42,I cannot have an exterior vent and have had one of the kind you have to add water a lot and dust still flew all over. I just wish I would have seen this one earlier it nice not to have lint everywhere I would recommend to anyone in the same situation.,5
506570,42,They work better than any other refillable kcup I have ever used.,5
270096,42,We ended up replacing this filter. The water from this filter had a terrible metallic taste to it. So disappointing!,1
48023,42,"Everything works great, looks fine, just as I’d hoped. Delivery and set up included and they even took our old one for free.",5
401321,42,"I bought these hoping they would fit our Model #:JGP5030SLSS and for those that are seeking to use these to replace the cheap plastic knobs on the JGP5030SLSS be warned they do not fit. However if you’re handy and are willing to jump through some hoops they can be made to fit and I will explain how I managed to do it for anyone wanting to give it a go.<br /><br />So the first thing to do is to remove the plastic insert in these replacement metal knobs and to do that I had to first pull out the metal D rings and then use progressively larger drill bits till the remaining material was easy to pull out.<br /><br />Next I used a Dremel to cut the stems off of the original plastic knobs; the perfect length is actually a bit shorter than the fully available stem length.<br /><br />The last step is a bit tricky and involves taking a small stub narrow pliers to push the sawed off stem piece into the new knob stem. It’s a very tight fit and is a bit counter intuitive in that the flat sides are 180 degrees opposite, which is fine, the fit will still be very tight and once in will require considerable force to push onto the gas valve stems and they will not easily come off after installing, so much so that I don’t think we will typically remove them but rather just clean them in place.<br /><br />The final completed job is awesome and worth the effort but I’m pretty handy and so this is not for the typical person looking for an easy turn key solution. Unfortunately after exhaustively searching for metal knobs for our model and coming up empty, this was the only option. I colored the little dots in with some blue sharpie if your wondering, this was done just to add a little something extra, it’ll probably wear off but for now they look like blue sapphires.<br /><br />I left the ease of install unrated because my thinking is that if these were going on the intended product they would be much easier.",4
589972,42,Easy to remove and install when using a hand held mirror to see the front screw!,5
221862,42,"At first glance, I thought to myself...is this model going to work in the freezer?  I noticed it was configured just slightly different from my original.  However the wire harness receptacle was identical...I unplugged the refrigerator (must do) and removed and replaced the light.  Plugged the refrigerator back in and a nice shiny new light was all I saw!  Good Stuff!",5
351532,42,"Perfect fit - seems like solid quality, much better price",5
518467,42,This was the correct part # for my ice maker but it was not the correct pump.  I returned it,1
359834,42,the material can be a little better but is ok it will do .  shipping the UPS sucks .,5
135251,42,Did exactly what I expected to. We bought a house with an older disposal and the gasket/rubber that blocks things from falling down into the disposal was cut away. I replaced and is like new. It makes the disposal sound much better too. A couple things about removing disposal and installing gasket...1) use a large Allen key (short end) to stick in the eyelet to unlock the disposal. 2) the gasket fits over the mouth of the disposal and locks into place. Don't just stick the new gasket in up from the bottom hole like I did. 3) use channel locks to tighten the last bit of the disposal/sink collar by pinching the eyelet and  collar screw mount. Enjoy!,5
317343,42,Thrilled.  Love the coconut husk concept.  Spent hours looking all over town. Couldn’t find filters.  So happy to finally have these.,5
476805,42,This part arrived in the stated time and was easy to install.  It looks exactly like the original and works perfectly.,5
297485,42,this product did not fit our kurig,3
385136,42,"Plenty of space for wash the dishes, minimal energy consumption, and a life saver, if you don’t like to do the dishes.",5
19827,42,"This is very convenient way of storing eggs, this is stackable so i can save some space. Also you can see the areas to grip in the front which makes it easy to pull out. Over all very satisfied with this product and the quality is also good.",5
546899,42,Cheaply made in all areas... Material and quality.  The attachment bands didn't hold well for me.  I had to duct tape it all together.  The concept is good however.,1
405884,42,This is our third order. They work very well.,5
522024,42,"I did a lot of research before finally settling on this ice maker. Even better it was on sale. The scoop is just the right size. It works wonderfully, it made the first batch of ice with in minutes of hooking it up. Our family loves ice and it keeps up with the demand. It’s really quiet while the ice is making. I love the 3 different size options. Would definitely buy again.",5
339993,42,They work perfectly for added filtration when using a French press,5
314195,42,It fits great in my kitchen aid coffee pot.,5
174220,42,"I did use cheaper off brands of filters in my Kitchen Aid refrigerator, but began having a problem with them.  When water was being poured into a glass, the filter would make a loud noise.  The company sent me a replacement, but I had the same problem.  I started using the EveryDrop and have had no problems with noise.",5
392106,42,The parts are easy to replace following someone else’s instructions.  There were two limit switches and no instructions on which one should be used.  The thermostat died after only two weeks of use.  What I had hoped would be an inexpensive dryer fix turned into frustration and a service call to find the faulty part.,2
65762,42,"An excellent price on this product with minimal packaging. Exact replacement for my Keurig water filter, directions for use are printed on the back of the bag that they come in.",5
190601,42,Works great.  It's a snap to install.  No need to waste resources on plastic bottles!,5
423321,42,works perfectly...no grounds in the coffee!,5
476819,42,I bought this hoping to filter out the impurities in my water so I could use my Britta less. I tested the water after installing it and running 4 gallons of water thru the filter and got the following results;<br />1. My tap water; 246 (meaning it has a lot of impurities and metals in the water)<br />2. Water from fridge with Waterdrop filter added; 224 ( heavy impurities with a lot of metals)<br /><br />As you can see there isn’t a lot of difference between the two. The water should be at most around 80-90. The water run thru my Brita 5 stage filter tests out at .01 which is awesome. Just shows you how much crap your putting in your body with the water your trying to be healthy with drinking. I’m returning these and going to keep trying other filters until I find one that works as it is supposed to work.,1
385952,42,Fits perfectly but not the quality I expected,4
417877,42,"This filter lasted less than 30 days.  My watered tasted terrible, and the filter had some sort of spots on it when I removed it.  I normally get my filters from Fast Filters and have never had a problem.  Trying to save a few pennies I decided to try a different source.  Needless to say I have gone back to Fast Filters, and now my water tastes great.  I enjoy shopping with Amazon this is the 1st time I've gotten a product I did not like.",1
648074,42,"This valve broke after 3 months of very light use. I contacted the seller, but they said there was a 30 day warranty when the product description reads ""MONEY-BACK GUARANTEE: For any reason you're not completely satisfied, you can ask for a replacement or full refund, no questions asked"". There are many other similar products sold for cheaper, do not buy this one.",1
16577,42,"This is my personal use case. You may have a different situation, you may have exactly what I do. My purchase was spurred by a desire to have a washing machine in my apartment after being displaced from a home with a washer and dryer.<br /><br />First off, it beats handwashing or scouring the town for a place to get quarters. I have the machine in my bathroom. I leave it outside the tub when storing, and in the tub when using. If you can lift a full clothes hamper to put in the car and run down to the laundromat, then you can lift this. This machine has done boxers and socks, a week of shirts, a couple bath towels and dish towels, and properly done one pair of jeans at a time. The best way to handle most loads is to do a wash load in the wash side, drain, do the same load with fabric softener, drain, spin half, spin the other half. The spin bucket will definitely jump if it's off-balance. Stop the spin, re-seat the clothes, try again. Once it finishes, hang clothes on hangers to dry. (I say one pair of jeans properly because I could not get the agitator to actually move two pairs around in the tub. Better to do one clean and take a little longer than to shove them in and have them come out dirty. No point in that, best to do it right.)<br /><br />This is not a massive miracle washer, nor will it spin things completely dry in most cases, especially for jeans. I have intentions on getting a low power front-loading dryer or hanging fan dryer to complement it, especially for the jeans. But, my clothes get clean, and I can even watch the water as it drains to see exactly how clean. Little weird thing, I know, but it does something for me.<br /><br />I could say there are more convenient products out here, but they will cost you more and are physically heavier. This does the job just fine and fits my needs and purposes perfectly. When it's laundry day, you do the work, but you don't have to run out to do it. Suits me fine.",4
681700,42,No installation directions for fitting around burners only length and width on website.,1
617917,42,Only hard to remove- so don’t put this on anything unless you own it,5
5457,42,Perfect fit and cheaper than ordering directly from Sears.,5
461868,42,Clear instructions. Very easy to install. They’ll be getting ya business again.,5
545620,42,"Good product , but it coming with out clean brush as photo .",5
524292,42,FOUND THIS ON MANY WEBSITES AND IN STORES AS WELL...NO ONE COULD COME CLOSE TO THE PRICE THAT I GOT IT FOR ON AMAZON.COM...WELL SATISFIED...JUST WHAT MY DRYER NEEDED...,5
33460,42,Great filters but I ordered the wrong size. But overall the quality of these filters are perfect. Just wish I could've used them,3
690934,42,This turned out to be a perfect match for our microwave. The product price was perfect and the measurements were the perfect replacement part for the previous filter.,5
108811,42,"Nothing is wrong with product, although I've had to start using a different technique with my Aeropress. As I start to pour the water into the press, water goes right through the mesh so quickly that there is no need to use the press. Coffee is too weak tasting. Maybe the mesh needs to be modified.",4
309182,42,Used this and a youtube video to repair my 20 year old Maytag with water pouring out at the tub connection.,5
600990,42,This was the part I needed.  It had the new adapters since the part had been changed since my dryer is older.  I now have heat and it's the greatest thing ever!<br /><br />Plus I did it myself.  ❤️,5
330571,42,"The product very poorly made almost fell apart when i put it in and in addition, the product was already on",1
654048,42,Now the oven works & I'm happy,3
64305,42,"I bought this product and finally got it installed by my contractor. The ice make doesn’t work, won’t turn on and I’m outside of my return window. Can I get it replaced?",1
381956,42,It arrived fast and worked as expected,5
693605,42,Met my expectations arrived on time and was the right one,5
316999,42,"First all , this item qualified for supersaver shipping at the time I purchased it , so that was a big help on saving even more. I was a bit skeptical about the mill thickness being enough to handle what I was using it for but it worked.Also this arrived packaged well. I would say for the great price , this is the best deal for ducting.",4
197015,42,"works great for my percolator. Tried plate filters before this one, did not turn out so well.",5
297646,42,"El artículo se demoro un poco en llegar, sin embargo una vez instalado funcionó perfecto... Hasta hce 1 día. Duro aproximadamente 5 meses, y el último par de semanas empezo a sonar bastante fuerte",3
277204,42,"This was ordered as a replacement for a switch that caused the 8-inch element to turn red-hot. The Magic Chef has been used for 30 years. I was not sure this switch would be a satisfactory replacement. It appeared to have the correct number of wiring contacts, and the current it could handle was the higher amount - 8.9 - 11 amperes.<br /><br />The length of the shaft is about an eighth of an inch shorter than my original, and the entire switch was mounted sideways so OFF would be on top, just as it is on all the three other original switches. I used my laser temperature 'gun' to determine that the LO was the lower temperature and the HI was the higher temperature.<br /><br />Other than those two points, the switch is a satisfactory replacement for the 30-plus year-old switch which controls the large eight-inch burner. The indicators on the replacement (Frigidaire) switch - L1, L2, H1, H2 and P - all coincide with the indicators on the original (Magic Chef).<br /><br />If I remember in the future, I'll update on whether this switch lasted any length of time.<br /><br />UPDATE: Middle of August 2017 and the switch is still functioning as it did when it was first installed. This switch rotates easier than the 30-year-old switches do.",4
92820,42,"It said that it would fit my model refrigerator, but it didn't",1
353473,42,"Quiet, keeps food frozen, has a lot of room.",5
608886,42,Looks much better than just having a hose taped to the wall.  I agree w/ another reviewer about the outer ring's size though.  I had to build up the plaster to decrease the over-sized hole around the tubing.  A larger flange frame would've negated that necessity.,5
89950,42,Just hoping I didn’t get a returned item. There was a stain on one but the other three were fine. Haven’t used yet. Will update later maybe.,4
667753,42,Exact match replacement hose and easy to install,5
68754,42,These worked out perfectly. We couldn't believe how quickly they arrived....almost a week earlier than expected! I wish the shipping was a little less expensive but still well worth it.,5
515493,42,So nice when a thing advertised dose the exact same thing as you were told. Without a sneak surprise like you now are a member bla bla bal lol,5
603627,42,"Bought this to use with my EZ Cup system to replace KCups.  Have been using the EZ Cup system for years and love it, wanted these to be the filter refills.  Very flimsy, tore or leaked grounds into the coffee every time we used them.  Threw them away and going back to the EZCup filters.",1
181375,42,"With a two year supply, I have the filters on hand and it's easier to remember to change them out. Just write the dates on the box and keep in a handy drawer.",5
450790,42,"I had  been venting into my house for years-just using a cloth, and finally decided to get a real vent.<br />I found all the others caught the water creating a lint soup. I knew that would be so gross to clean. Then I can across this vent, decided to take a chance. It is well made and work GREAT!!! Wish I knew about this earlier. Great design, easy to install",5
310205,42,"Not the easiest thing to install, but not not too bad.  I waited a week or so before reviewing this item, but it seems to be working quite well.  My waterline was freezing daily, but has run just fine since the installation.",5
322181,42,Perfect for one cup coffee drinkers,5
603385,42,"update: I purchased these for a second time because they were great; however, I'm not happy with the second order. All of my ice was black after putting in the new water filter. It has been 5 days since I installed it, and the ice is still black. I only have an ice maker I don't have water in the door, so there is no way to flush it. Very disappointed, won't be buying them again.",1
678176,42,Works as it should. No complaints,5
64194,42,"When the power goes out this device will wait about 5 minutes after the power comes back on before allowing current to go to the refrigerator.  I have 2 of these, one for my refrigerator and one for my freezer.  When the power goes out or starts blinking I know that the compressor will not get power spikes and brown outs which causes lots of undue wear and tear on the appliance.  Once the power is constant the refrigerator and freezer come back on.<br /><br />It does stick out from the wall a little bit but with the downward angle of the plug that helps. Been using these for a couple of years and they have done what they are intended to do every time.<br /><br />Would recommend to anyone that wants to help save their refrigerator or freezer from power fluctuations.",5
516819,42,You might as well trash the manual. Most useful instructions is template. Utilizing your stove top and couple support 2x4 makes it easy for 1 person. 2 person job preferably. Cover stove top with something such as card board. Stove top makes excellent resting location for hood while working or taking a break. Very powerful fan it throws our outside vent wide open. I would rate it 5 stars but instructions are weak.,5
619848,42,"Fit perfectly to SSC 970 card.  Appears to reduce operating temp by one or two degrees celsius.  Temp difference will vary depending on case volume and fan speed and location.  All in all very pleased with the purchase, it would have been nice for EVGA to include it with the 2.0 card but still happy with EVGA products, warranty and competitive pricing for such a great card (SSC 970).",5
687711,42,"Fit perfect, very easy to install..",5
666474,42,"I was looking at another similar product and read how the magnets holding it in place were flimsy so I kept looking and came across this one.  The reviews were great and many commented on how strong the magnets were, so I purchased it.  I am very pleased.  The magnets are indeed strong, I have put a flannel backed vinyl table cloth that I folded in half to protect the tops of my washer and dryer and they magnets still hold well.  It was easy to put together and serves my needs nicely.<br /><br />Update: July 2021.  This continues to work really well.  Very easy to clean.  Highly recommended.",5
652763,42,Thare a nice tight fit but i had 1 that had a little crack on the edge it still works but probably won't last long,3
436542,42,"We have 2 Keurig machines. One is in the house and one in my garage. We have the larger ""round"" carousel but it takes alot of counter top space. This one has a much smaller foot print but still is able to hold a very large selection of brews. I would recommend this to anyone wanting to have their coffee available by their machine.",5
372535,42,"OMG makes clean up a breeze. Got the natural ""brown"" filters, no more K-Cup plastic waste.",5
258591,42,"I bought this a few months ago in an attempt to alleviate my family's need to go to the laundromat. This could not have been a worse decision. This washing machine requires you to replace your sink's aerator in order to connect it, the tube for dirty water to drain only comes with a hook that works with a specific type of sink and wouldn't hook onto mine. And when I have it held to the tub so that it can drain there, I have to have several soaked towels hold it down. This is because the tube is barely long enough to get to the edge of the tub. The towels holding it need to be soaked to have the weight needed to hold the tube. Otherwise, it will fall off of the tub and start flooding the floor. The hose to the sink isn't long enough to comfortably use it anywhere away from the sink. Same issue with the power cord. I had to put a power strip in the bathroom in order to have enough cord length. It goes without saying that this could be a serious fire hazard and after every use, I remove the power strip.<br /><br />I cannot and will not recommend this to anybody. It's the worst possible way to handle it.",1
436700,42,"At first I wondered if this was the right part, as the wash arm it was to replace was somewhat different in shape, although the dishwasher model numbers listed for this part matched that of our machine.<br /><br />There are metal clips near each end of the wash arm's underside that, with the OEM wash arm, rubbed against the heating element in the bottom of the machine, preventing the arm from making complete revolutions as it sprayed. I suspect that this is what caused the previous wash arm to melt badly on the underside, as it was obvious upon inspection that high heat had been conducted to the plastic by the metal clips, virtually destroying the plastic underside of the wash arm near and around the clips. So, before installing the new wash arm, I applied some thumb pressure to the strips where they naturally curve a bit and enhanced the arc of those curved areas until they cleared the heating elements and allowed the wash arm to rotate freely through 360 degrees with no drag. That appears to have solved the wash arm issues. I also removed, cleaned, and reinstalled the screen and debris trap, which solved the issue of the machine's failure to properly clean a normal load of pre-rinsed dishes. All is well once again with our Frigidaire dishwasher. I would have given this part 5 stars were it not for the issue with the metal clips. Otherwise, it works fine.",4
177972,42,Size is just right. Works perfectly.  I am glad I purchased these.  The only difference I see between these and the name brand ones is the price.  I saved money by purchasing these.,5
455412,42,"Great product, delivered quickly.  These supply the :finishing touch&quot; to my newly remodeled kitchen.",5
691610,42,Works great - perfect fit right out of the package,5
328461,42,"This small freezer is just the best!  Quiet as advertised, freezes fast and you can put it almost anywhere without taking up too much space.  Locking mechanism is interesting for, perhaps, the use in a dorm but not necessary in this household.  Great for a granny suite paired with a refrigerator of the same size.  Undercounter installation would make this real handy for a small kitchen application. The temp control is on the back and that poses a problem for adjustment, if needed.  I set the unit on 3 and it keeps the food and items at around 0 degrees.",5
621895,42,"the item purchased was complete different from other vendor. the retaining screw was machined properly (spacing ) to properly fit without having a failed in the main body. I have purchased from another vendor and all was wrong include the limited used of the brass fitting, had to file previous (prior vendor) idler.  I must admit that I only installed this new idler pulley and have not had the time frame to give a true eval on it. However, to date i do like the product in regards to construction and machined properly.  I do have one concern when operating the dryer i do here a sound from the pulley area and keeping fingers crossed that i don't have issues. I am giving a overall rating based on the construction of the item (machined to specks).",4
127695,42,The screw pattern was different and did not fit our model. Easy no hassle return,3
451809,42,This is a great option to maintain coffee makers and keep the filters fresh. The filters fit in the holder has described.,5
421373,42,"I stopped a local appliance repairman on the street a while back and asked him face to face &#34;if he was to buy a top loading washer and dryer what brand would he buy?&#34;, he answered he'd buy a Speed Queen set. Just an old school washer and dryer, turn the knobs, no fancy electronics just analog timers, no locking lids, you choose the water levels, American made. Just what we wanted. He was right to suggest this set for me.",5
585122,42,"Nice backsplash, but all accessories are not necessary. I wish they lower the price by removing the shelves. Or make it optional. All accessories are good quality stuff.  But the location is not good. It will be the dirt collector if it is installed. And harder to clean.",4
518951,42,"This item fits well and folds open easily to access to machine's door, but did almost nothing to mitigate the noise. It is of the very thinnest fabric.",1
372181,42,"Handy, dandy coffee brewer.  No paper filters to worry about.  Easy to empty grounds when done.  I really like it.",5
681509,42,"This magnet is great. It's a nice size, easy to use, and attractive. I like that the dirty side color blends in with the stainless steel so it's not glaringly blatant that you have dirty dishes, and that the clean side has a brighter color so it's noticeable and hopefully another family member will see it and unload the dishwasher before you have to. ;)",5
461549,42,It fit the Keurig with ease,5
511170,42,Glad I was able to get six for a great price. Better having a few extra than having to continue washing it out everyday. I have an older model keurig and these cups go with it perfectly. Would buy again or until my keurig breaks down. LOL,5
339866,42,Bought this 5 months ago and already quit working.  For the money was not worth 5 months use.  Loud and slow,2
450985,42,Worked perfect and the fridge is running well.,5
263146,42,"I 've ordered many of these over time (replace every 6 months). What I don't understand is the very strong fishy taste that comes after every new installation. It's an acquired taste until some time later, it stops smelling and starts working. Easy to install if you remember to completely bleed the air out of the water line.",3
689074,42,The part cracked within 6 months of limited use. Company will not refund or replace part. Do not buy inferior knock off.,1
27282,42,so glad we were able to purchase this on amazon! quick shipping and exactly what we needed. works great!,5
591885,42,"This washer worked great... until it broke, two months after I bought it, and there are NO parts available, NO ONE can get parts. So, $349.00 for the washer, $99.00 for an attempted repair, and I now have a broken washer that is no good to me.",1
558696,42,"My kuerig coffee maker, works the same as the kuerig filters",5
629411,42,"Chemex is THE filter for coffee.  If you're not using a Chemex, you don't know what good coffee tastes like.",5
632060,42,"these don't work at all, awful.",1
119818,42,"I had always purchased, and been very satisfied, with the previous version of this filter. However, I was so put off by the initial negative reviews on the EveryDrop that I delayed my purchase.  Noticed that lately the reviews have been better so made the purchase.  Don't understand what all the fuss was about.  No odors, no odd taste - works just fine.  Now just hoping for better pricing value!!",5
